,RADIO,geometry,departamen,circuito,RADIO.CIRCUITO
2052,020091602,POINT (-58.505156177593214 -34.66421602895537),Comuna 9,0097,020090097
2053,020091603,POINT (-58.5029840253411 -34.66388946625199),Comuna 9,0097,020090097
2054,020091604,POINT (-58.497812057905385 -34.66285238222946),Comuna 9,0097,020090097
2055,020091605,POINT (-58.49983858774932 -34.6654542417101),Comuna 9,0097,020090097
2056,020091606,POINT (-58.50309830810779 -34.66754383383478),Comuna 9,0097,020090097
2057,020091607,POINT (-58.50587143414623 -34.66932884690749),Comuna 9,0097,020090097
2058,020091608,POINT (-58.503188313619944 -34.671936031401295),Comuna 9,0097,020090097
2059,020091609,POINT (-58.50022241505479 -34.670867974782176),Comuna 9,0097,020090097
2060,020091610,POINT (-58.498938638862924 -34.6683082837642),Comuna 9,0097,020090097
2061,020091611,POINT (-58.496797427085255 -34.66646751948819),Comuna 9,0097,020090097
2062,020091612,POINT (-58.49519882239319 -34.66814828388568),Comuna 9,0097,020090097
2063,020091613,POINT (-58.497008986246364 -34.669946315800665),Comuna 9,0097,020090097
1981,020090909,POINT (-58.49057027185574 -34.650505243420405),Comuna 9,0096,020090096
1984,020090912,POINT (-58.49167657935642 -34.65477944939577),Comuna 9,0096,020090096
1985,020090913,POINT (-58.48932491930955 -34.65322102860615),Comuna 9,0096,020090096
1986,020090914,POINT (-58.488589509234814 -34.651726434422734),Comuna 9,0096,020090096
2040,020091501,POINT (-58.49518774952632 -34.65934630666583),Comuna 9,0096,020090096
2041,020091502,POINT (-58.493073216821614 -34.65689013861628),Comuna 9,0096,020090096
2042,020091503,POINT (-58.48828749774526 -34.65611806701662),Comuna 9,0096,020090096
2043,020091504,POINT (-58.48620826874025 -34.65401057035567),Comuna 9,0096,020090096
2044,020091505,POINT (-58.483674114615475 -34.65579024709562),Comuna 9,0096,020090096
2045,020091506,POINT (-58.481328910794275 -34.65771518378547),Comuna 9,0096,020090096
2046,020091507,POINT (-58.484476582365005 -34.65907640692244),Comuna 9,0096,020090096
2047,020091508,POINT (-58.48831496276362 -34.65816486731852),Comuna 9,0096,020090096
2048,020091509,POINT (-58.490718342040005 -34.659573596354036),Comuna 9,0096,020090096
2049,020091510,POINT (-58.49097942821753 -34.66272142690876),Comuna 9,0096,020090096
2050,020091511,POINT (-58.48700726496787 -34.6611113818313),Comuna 9,0096,020090096
1987,020091001,POINT (-58.49158947645343 -34.64675764291089),Comuna 9,0094,020090094
1988,020091002,POINT (-58.48836370114525 -34.647115151623055),Comuna 9,0094,020090094
1989,020091003,POINT (-58.48825101645168 -34.64502328129333),Comuna 9,0094,020090094
1990,020091004,POINT (-58.490860906891065 -34.64431662494331),Comuna 9,0094,020090094
1991,020091005,POINT (-58.49266985788228 -34.64416952246748),Comuna 9,0094,020090094
1992,020091006,POINT (-58.48733093595547 -34.64355076429695),Comuna 9,0094,020090094
1993,020091007,POINT (-58.4866551097679 -34.642468384953816),Comuna 9,0094,020090094
1994,020091008,POINT (-58.48501127676455 -34.641389885139354),Comuna 9,0094,020090094
1995,020091009,POINT (-58.48281659726681 -34.64049044739969),Comuna 9,0094,020090094
1996,020091010,POINT (-58.48156495531719 -34.64171600549807),Comuna 9,0094,020090094
1997,020091011,POINT (-58.48325237886353 -34.643160573956195),Comuna 9,0094,020090094
1998,020091012,POINT (-58.484497126274704 -34.6437535046393),Comuna 9,0094,020090094
2011,020091201,POINT (-58.486423615790216 -34.647767949000105),Comuna 9,0094,020090094
2013,020091203,POINT (-58.48288673019071 -34.648348396830976),Comuna 9,0094,020090094
2014,020091204,POINT (-58.485136954640566 -34.64915978524913),Comuna 9,0094,020090094
2015,020091205,POINT (-58.48611176857505 -34.651057879891816),Comuna 9,0094,020090094
1999,020091101,POINT (-58.48062804860457 -34.6394390474838),Comuna 9,0092,020090092
2000,020091102,POINT (-58.478380320202625 -34.63878241953137),Comuna 9,0092,020090092
2001,020091103,POINT (-58.477830070956166 -34.64080470714352),Comuna 9,0092,020090092
2002,020091104,POINT (-58.47333655144944 -34.63822413505595),Comuna 9,0092,020090092
2003,020091105,POINT (-58.47215966054861 -34.639412796183144),Comuna 9,0092,020090092
2004,020091106,POINT (-58.47117783448392 -34.64118384130141),Comuna 9,0092,020090092
2005,020091107,POINT (-58.474174068267914 -34.64136966862616),Comuna 9,0092,020090092
2006,020091108,POINT (-58.47591431334332 -34.64182305373089),Comuna 9,0092,020090092
2007,020091109,POINT (-58.47547594608239 -34.64350703674367),Comuna 9,0092,020090092
2008,020091110,POINT (-58.472497029260644 -34.64444520829926),Comuna 9,0092,020090092
2009,020091111,POINT (-58.46905282182516 -34.643018705226766),Comuna 9,0092,020090092
2010,020091112,POINT (-58.4712080045916 -34.64548947218494),Comuna 9,0092,020090092
2023,020091301,POINT (-58.46521876368801 -34.64655264076261),Comuna 9,0092,020090092
2024,020091302,POINT (-58.46753580688636 -34.64521468384841),Comuna 9,0092,020090092
2025,020091303,POINT (-58.470024356611866 -34.64746769090381),Comuna 9,0092,020090092
2026,020091304,POINT (-58.46714895500891 -34.649037005574755),Comuna 9,0092,020090092
2012,020091202,POINT (-58.478199366056835 -34.64592349397599),Comuna 9,0093,020090093
2016,020091206,POINT (-58.48322431981451 -34.65184035964651),Comuna 9,0093,020090093
2017,020091207,POINT (-58.480997504580856 -34.64997944289836),Comuna 9,0093,020090093
2018,020091208,POINT (-58.47669332040744 -34.64986979239106),Comuna 9,0093,020090093
2019,020091209,POINT (-58.47992609386654 -34.65193162189036),Comuna 9,0093,020090093
2020,020091210,POINT (-58.477363918488116 -34.6529256408982),Comuna 9,0093,020090093
2021,020091211,POINT (-58.47419793340796 -34.65229133193036),Comuna 9,0093,020090093
2022,020091212,POINT (-58.4716724454173 -34.64995371670179),Comuna 9,0093,020090093
2030,020091401,POINT (-58.481031666504336 -34.654642782778566),Comuna 9,0093,020090093
2031,020091402,POINT (-58.477891562130985 -34.655884203095574),Comuna 9,0093,020090093
2027,020091305,POINT (-58.47210420982869 -34.652963637580164),Comuna 9,0091,020090091
2028,020091306,POINT (-58.46973322036216 -34.6527935266967),Comuna 9,0091,020090091
2029,020091307,POINT (-58.46585436948999 -34.65602547965999),Comuna 9,0091,020090091
2032,020091403,POINT (-58.47627533380567 -34.657059907065666),Comuna 9,0091,020090091
2033,020091404,POINT (-58.471989442745304 -34.65620315647885),Comuna 9,0091,020090091
2034,020091405,POINT (-58.47366968605363 -34.65712698854282),Comuna 9,0091,020090091
2035,020091406,POINT (-58.4722397271676 -34.658246793508276),Comuna 9,0091,020090091
2036,020091407,POINT (-58.473427025407744 -34.659175220924055),Comuna 9,0091,020090091
2037,020091408,POINT (-58.47473890185493 -34.65811621843269),Comuna 9,0091,020090091
2038,020091409,POINT (-58.47493109079984 -34.65992639371176),Comuna 9,0091,020090091
2039,020091410,POINT (-58.47224975277709 -34.660599213266366),Comuna 9,0091,020090091
2064,020100101,POINT (-58.528712095561026 -34.612909835569745),Comuna 10,0103,020100103
2065,020100102,POINT (-58.52678972346957 -34.61469295760762),Comuna 10,0103,020100103
2066,020100103,POINT (-58.52435633335909 -34.616167538198994),Comuna 10,0103,020100103
2067,020100104,POINT (-58.522099488363004 -34.61806446856598),Comuna 10,0103,020100103
2068,020100105,POINT (-58.520343507695664 -34.619354980054126),Comuna 10,0103,020100103
2069,020100106,POINT (-58.52337744689011 -34.6195002730638),Comuna 10,0103,020100103
2070,020100107,POINT (-58.524399183453156 -34.62012822630084),Comuna 10,0103,020100103
2071,020100108,POINT (-58.519742583357505 -34.62133288540332),Comuna 10,0103,020100103
2072,020100201,POINT (-58.52994257654395 -34.61594134055196),Comuna 10,0103,020100103
2073,020100202,POINT (-58.52825083458885 -34.61724974401895),Comuna 10,0103,020100103
2074,020100203,POINT (-58.52710286725814 -34.61807293277528),Comuna 10,0103,020100103
2075,020100204,POINT (-58.52990546780603 -34.61994498622506),Comuna 10,0103,020100103
2076,020100205,POINT (-58.52920232320925 -34.622809055341776),Comuna 10,0103,020100103
2077,020100206,POINT (-58.52593178149987 -34.62147461088081),Comuna 10,0103,020100103
2078,020100207,POINT (-58.52835862320307 -34.6251549789133),Comuna 10,0103,020100103
2079,020100208,POINT (-58.523464076132214 -34.623433568846465),Comuna 10,0103,020100103
2080,020100301,POINT (-58.52461082302947 -34.62577893869146),Comuna 10,0102,020100102
2081,020100302,POINT (-58.5276583871016 -34.62684395224141),Comuna 10,0102,020100102
2082,020100303,POINT (-58.52756626558926 -34.62835942237306),Comuna 10,0102,020100102
2083,020100304,POINT (-58.52655000747888 -34.629659091860745),Comuna 10,0102,020100102
2084,020100305,POINT (-58.52915398070961 -34.63135730012874),Comuna 10,0102,020100102
2085,020100306,POINT (-58.52866155847357 -34.633980348860185),Comuna 10,0102,020100102
2086,020100307,POINT (-58.52622327395855 -34.632463324023426),Comuna 10,0102,020100102
2087,020100308,POINT (-58.52381463228176 -34.632632316136366),Comuna 10,0102,020100102
2088,020100401,POINT (-58.52229937503103 -34.625276580450304),Comuna 10,0102,020100102
2089,020100402,POINT (-58.52192232467388 -34.6272417794685),Comuna 10,0102,020100102
2090,020100403,POINT (-58.52096395337576 -34.628500074779055),Comuna 10,0102,020100102
2091,020100404,POINT (-58.521570291706986 -34.63102728478953),Comuna 10,0102,020100102
2092,020100405,POINT (-58.5181569045156 -34.6295654719627),Comuna 10,0102,020100102
2093,020100406,POINT (-58.51608978168583 -34.630539727775655),Comuna 10,0102,020100102
2094,020100407,POINT (-58.518178047229455 -34.63209610882068),Comuna 10,0102,020100102
2095,020100408,POINT (-58.514361746704196 -34.6320627343152),Comuna 10,0102,020100102
2096,020100409,POINT (-58.51131879728432 -34.63353255638932),Comuna 10,0102,020100102
2097,020100501,POINT (-58.51896654383373 -34.6230772842976),Comuna 10,0104,020100104
2098,020100502,POINT (-58.5166636944262 -34.62220363415434),Comuna 10,0104,020100104
2099,020100503,POINT (-58.51491510514067 -34.62017086044831),Comuna 10,0104,020100104
2100,020100504,POINT (-58.512956439182624 -34.61844410426989),Comuna 10,0104,020100104
2101,020100505,POINT (-58.50995030087598 -34.620185404853714),Comuna 10,0104,020100104
2102,020100506,POINT (-58.50794522242628 -34.622109696706886),Comuna 10,0104,020100104
2103,020100507,POINT (-58.50975381683372 -34.62388804328405),Comuna 10,0104,020100104
2104,020100508,POINT (-58.51129157323635 -34.62135175355172),Comuna 10,0104,020100104
2105,020100509,POINT (-58.5126102070518 -34.62251182268968),Comuna 10,0104,020100104
2106,020100510,POINT (-58.513638502315054 -34.62515728741588),Comuna 10,0104,020100104
2107,020100511,POINT (-58.514721082653416 -34.62434601049856),Comuna 10,0104,020100104
2108,020100512,POINT (-58.515835617741445 -34.623596278432764),Comuna 10,0104,020100104
2109,020100513,POINT (-58.51868199461015 -34.625228545613815),Comuna 10,0104,020100104
2110,020100514,POINT (-58.51653543764793 -34.62687601931718),Comuna 10,0104,020100104
2124,020100701,POINT (-58.50741013089333 -34.625551886107395),Comuna 10,0104,020100104
2125,020100702,POINT (-58.50601299138817 -34.62364943543982),Comuna 10,0104,020100104
2111,020100601,POINT (-58.51105286197878 -34.617553579983586),Comuna 10,0105,020100105
2112,020100602,POINT (-58.50965008624524 -34.61624171583928),Comuna 10,0105,020100105
2113,020100603,POINT (-58.50733517534998 -34.61489522080464),Comuna 10,0105,020100105
2114,020100604,POINT (-58.50427295859726 -34.612275280402486),Comuna 10,0105,020100105
2115,020100605,POINT (-58.50403084306818 -34.61436877747582),Comuna 10,0105,020100105
2116,020100606,POINT (-58.501238988916604 -34.61275896593932),Comuna 10,0105,020100105
2117,020100607,POINT (-58.4998731564742 -34.61092493198902),Comuna 10,0105,020100105
2118,020100608,POINT (-58.49766088803892 -34.61363725422352),Comuna 10,0105,020100105
2119,020100609,POINT (-58.49950765559319 -34.61507107685336),Comuna 10,0105,020100105
2120,020100610,POINT (-58.50219683159605 -34.61637237007468),Comuna 10,0105,020100105
2121,020100611,POINT (-58.50542018271821 -34.61678474118279),Comuna 10,0105,020100105
2122,020100612,POINT (-58.50802048035521 -34.61823714954369),Comuna 10,0105,020100105
2123,020100613,POINT (-58.505583242892435 -34.6189642318437),Comuna 10,0105,020100105
2126,020100703,POINT (-58.505135633325416 -34.62076575997007),Comuna 10,0105,020100105
2127,020100704,POINT (-58.502028929389674 -34.61891609480573),Comuna 10,0105,020100105
2128,020100705,POINT (-58.49814706077043 -34.616875794208404),Comuna 10,0105,020100105
2129,020100706,POINT (-58.494821593691995 -34.616990071733774),Comuna 10,0105,020100105
2130,020100707,POINT (-58.49748501192928 -34.61816206528805),Comuna 10,0105,020100105
2131,020100708,POINT (-58.497878376830016 -34.6197724190397),Comuna 10,0105,020100105
2132,020100709,POINT (-58.500611888451175 -34.62133085741513),Comuna 10,0105,020100105
2133,020100710,POINT (-58.50345619348019 -34.62246027203651),Comuna 10,0105,020100105
2134,020100801,POINT (-58.51294266804909 -34.62637397749519),Comuna 10,0106,020100106
2135,020100802,POINT (-58.51307298425431 -34.62952067626844),Comuna 10,0106,020100106
2136,020100803,POINT (-58.51133214796677 -34.626864815226575),Comuna 10,0106,020100106
2137,020100804,POINT (-58.50971739603515 -34.628055984658076),Comuna 10,0106,020100106
2138,020100805,POINT (-58.509178992520496 -34.63007299020762),Comuna 10,0106,020100106
2139,020100806,POINT (-58.5089002135354 -34.63212377687974),Comuna 10,0106,020100106
2140,020100807,POINT (-58.50635169516873 -34.630622850199465),Comuna 10,0106,020100106
2141,020100808,POINT (-58.50374708813015 -34.63169290234288),Comuna 10,0106,020100106
2142,020100809,POINT (-58.506971962689846 -34.63415460460739),Comuna 10,0106,020100106
2209,020101501,POINT (-58.503211073257205 -34.633780532552215),Comuna 10,0106,020100106
2210,020101502,POINT (-58.500373516931155 -34.633039771121155),Comuna 10,0106,020100106
2211,020101503,POINT (-58.49791396315883 -34.63475990317307),Comuna 10,0106,020100106
2212,020101504,POINT (-58.50011099936068 -34.634658717812556),Comuna 10,0106,020100106
2213,020101505,POINT (-58.50351861021171 -34.63557576004665),Comuna 10,0106,020100106
2143,020100901,POINT (-58.50539617404881 -34.62719746635199),Comuna 10,0108,020100108
2144,020100902,POINT (-58.50337196521856 -34.625857235676165),Comuna 10,0108,020100108
2145,020100903,POINT (-58.500759562829636 -34.624189526554126),Comuna 10,0108,020100108
2146,020100904,POINT (-58.49942113264746 -34.62265848666277),Comuna 10,0108,020100108
2147,020100905,POINT (-58.49730974423037 -34.623953671082816),Comuna 10,0108,020100108
2148,020100906,POINT (-58.50143439470771 -34.62651967938921),Comuna 10,0108,020100108
2149,020100907,POINT (-58.50283044696036 -34.62983756262894),Comuna 10,0108,020100108
2150,020100908,POINT (-58.50069135553752 -34.627573758867186),Comuna 10,0108,020100108
2151,020100909,POINT (-58.49658665147314 -34.6254047743458),Comuna 10,0108,020100108
2152,020100910,POINT (-58.49923740948887 -34.628162437827775),Comuna 10,0108,020100108
2186,020101301,POINT (-58.49493816412952 -34.62624448714328),Comuna 10,0108,020100108
2187,020101302,POINT (-58.4950230337563 -34.627691862525516),Comuna 10,0108,020100108
2188,020101303,POINT (-58.49331313126717 -34.62765646853833),Comuna 10,0108,020100108
2189,020101304,POINT (-58.49200371613222 -34.62807890780342),Comuna 10,0108,020100108
2198,020101401,POINT (-58.49917038390895 -34.63069845397653),Comuna 10,0108,020100108
2199,020101402,POINT (-58.497268037106316 -34.62911615346568),Comuna 10,0108,020100108
2153,020101001,POINT (-58.4962852866183 -34.62066168684966),Comuna 10,0110,020100110
2154,020101002,POINT (-58.49287891577934 -34.61853129813726),Comuna 10,0110,020100110
2155,020101003,POINT (-58.494739056392085 -34.621128199746934),Comuna 10,0110,020100110
2156,020101004,POINT (-58.49412987330919 -34.622368897682506),Comuna 10,0110,020100110
2157,020101005,POINT (-58.490715937723415 -34.620780470253784),Comuna 10,0110,020100110
2158,020101006,POINT (-58.49305533183483 -34.62322463830912),Comuna 10,0110,020100110
2159,020101007,POINT (-58.49233610229516 -34.624166048534214),Comuna 10,0110,020100110
2160,020101008,POINT (-58.49098225778284 -34.62468361386064),Comuna 10,0110,020100110
2161,020101009,POINT (-58.48951660142012 -34.62569430637585),Comuna 10,0110,020100110
2162,020101010,POINT (-58.488079716013516 -34.62417568775837),Comuna 10,0110,020100110
2163,020101011,POINT (-58.487762700130595 -34.622002773742125),Comuna 10,0110,020100110
2164,020101012,POINT (-58.485726037222 -34.62389335416213),Comuna 10,0110,020100110
2165,020101101,POINT (-58.4883950909599 -34.627977357873135),Comuna 10,0111,020100111
2166,020101102,POINT (-58.48656750323199 -34.62784140267811),Comuna 10,0111,020100111
2167,020101103,POINT (-58.4846179387086 -34.625432325692465),Comuna 10,0111,020100111
