,RADIO,geometry,departamen,circuito,RADIO.CIRCUITO
2813,020131004,POINT (-58.45105366371881 -34.553842576545605),Comuna 13,0140,020130140
2814,020131005,POINT (-58.45261062642945 -34.55410533426004),Comuna 13,0140,020130140
2815,020131006,POINT (-58.45326447608388 -34.55561300402004),Comuna 13,0140,020130140
2819,020131010,POINT (-58.45056067702573 -34.55685831399845),Comuna 13,0140,020130140
2820,020131011,POINT (-58.44910247963523 -34.556109743137824),Comuna 13,0140,020130140
2839,020131302,POINT (-58.44928226849082 -34.558316839111136),Comuna 13,0140,020130140
2840,020131303,POINT (-58.4473647023382 -34.55721016395872),Comuna 13,0140,020130140
2841,020131304,POINT (-58.44733863167427 -34.558609044940475),Comuna 13,0140,020130140
2844,020131307,POINT (-58.4463113193635 -34.559422193997634),Comuna 13,0140,020130140
2850,020131313,POINT (-58.44484230206989 -34.56028237555105),Comuna 13,0140,020130140
2837,020131210,POINT (-58.439957383262275 -34.55915922893971),Comuna 14,0149,020140149
3033,020140202,POINT (-58.441574365265815 -34.563822742836386),Comuna 14,0149,020140149
3034,020140203,POINT (-58.440901393864145 -34.56307340248441),Comuna 14,0149,020140149
3035,020140204,POINT (-58.43970419889353 -34.563785538427204),Comuna 14,0149,020140149
3036,020140205,POINT (-58.44042401272886 -34.56461582267523),Comuna 14,0149,020140149
3037,020140206,POINT (-58.43943973288832 -34.56529484717696),Comuna 14,0149,020140149
3038,020140207,POINT (-58.43859621523749 -34.564440140281704),Comuna 14,0149,020140149
3039,020140208,POINT (-58.438383231159854 -34.56338003208366),Comuna 14,0149,020140149
3040,020140209,POINT (-58.43650159324729 -34.56435888562016),Comuna 14,0149,020140149
3041,020140210,POINT (-58.43733767248341 -34.565217419165975),Comuna 14,0149,020140149
3042,020140301,POINT (-58.438248210984206 -34.56619501599493),Comuna 14,0149,020140149
3043,020140302,POINT (-58.43700742034686 -34.56735235353488),Comuna 14,0149,020140149
3044,020140303,POINT (-58.43610913683566 -34.56593613013811),Comuna 14,0149,020140149
3045,020140304,POINT (-58.43534232865968 -34.56503502573803),Comuna 14,0149,020140149
3046,020140305,POINT (-58.434254794171686 -34.565672852135606),Comuna 14,0149,020140149
3047,020140306,POINT (-58.4350201715248 -34.566569979620205),Comuna 14,0149,020140149
3048,020140307,POINT (-58.43575423001014 -34.56743189117641),Comuna 14,0149,020140149
3049,020140308,POINT (-58.43614505232976 -34.569004822012715),Comuna 14,0149,020140149
3050,020140309,POINT (-58.43540617981929 -34.568920835036295),Comuna 14,0149,020140149
3051,020140310,POINT (-58.43466784173796 -34.56806151774726),Comuna 14,0149,020140149
3052,020140311,POINT (-58.43393212572984 -34.56719961926392),Comuna 14,0149,020140149
3053,020140312,POINT (-58.433170935507704 -34.56630960634388),Comuna 14,0149,020140149
3102,020140901,POINT (-58.43445033572894 -34.57077679003747),Comuna 14,0149,020140149
3103,020140902,POINT (-58.43397897490742 -34.56910491459445),Comuna 14,0149,020140149
3104,020140903,POINT (-58.43293679947241 -34.56971704999388),Comuna 14,0149,020140149
3105,020140904,POINT (-58.4321255597618 -34.568270512365),Comuna 14,0149,020140149
3106,020140905,POINT (-58.43309484853387 -34.56760088129016),Comuna 14,0149,020140149
3107,020140906,POINT (-58.43218332564833 -34.566840997768175),Comuna 14,0149,020140149
3108,020140907,POINT (-58.43120130018467 -34.56749941587457),Comuna 14,0149,020140149
3109,020140908,POINT (-58.431253231083566 -34.56922353751996),Comuna 14,0149,020140149
3110,020140909,POINT (-58.431263387891086 -34.571340649382314),Comuna 14,0149,020140149
3111,020140910,POINT (-58.43322883232022 -34.571740900188836),Comuna 14,0149,020140149
3112,020140911,POINT (-58.43234237867691 -34.57244096191925),Comuna 14,0149,020140149
3114,020140913,POINT (-58.42825537003917 -34.57059564545193),Comuna 14,0149,020140149
3115,020141001,POINT (-58.41869671959886 -34.5636432148072),Comuna 14,0149,020140149
2838,020131301,POINT (-58.449988855300276 -34.55970674442395),Comuna 13,0142,020130142
2845,020131308,POINT (-58.447951157249626 -34.560879670232254),Comuna 13,0142,020130142
2846,020131309,POINT (-58.44785899506348 -34.56180331937755),Comuna 13,0142,020130142
2847,020131310,POINT (-58.44876666759908 -34.562341326756716),Comuna 13,0142,020130142
2848,020131311,POINT (-58.44750852191452 -34.56301082909767),Comuna 13,0142,020130142
2849,020131312,POINT (-58.445600143518966 -34.56191909683043),Comuna 13,0142,020130142
2855,020131404,POINT (-58.45210319755475 -34.56005588191285),Comuna 13,0142,020130142
2856,020131405,POINT (-58.452990872941925 -34.56058428507178),Comuna 13,0142,020130142
2857,020131406,POINT (-58.4553842722428 -34.561404054803184),Comuna 13,0142,020130142
2858,020131407,POINT (-58.45496427006384 -34.56315938818382),Comuna 13,0142,020130142
2859,020131408,POINT (-58.45400190593961 -34.562590840999945),Comuna 13,0142,020130142
2860,020131409,POINT (-58.45308897333406 -34.56204893974402),Comuna 13,0142,020130142
2861,020131410,POINT (-58.45218715479733 -34.561515784593595),Comuna 13,0142,020130142
2862,020131411,POINT (-58.451295751725105 -34.56098813961322),Comuna 13,0142,020130142
2933,020132101,POINT (-58.45330567775749 -34.56449847760335),Comuna 13,0142,020130142
2934,020132102,POINT (-58.453190615683596 -34.56353464554124),Comuna 13,0142,020130142
2935,020132103,POINT (-58.452275907621775 -34.56299275558043),Comuna 13,0142,020130142
2936,020132104,POINT (-58.451373265434924 -34.56245965729896),Comuna 13,0142,020130142
2937,020132105,POINT (-58.45047942770979 -34.56193030438398),Comuna 13,0142,020130142
2938,020132106,POINT (-58.44966754625022 -34.56287573973084),Comuna 13,0142,020130142
2939,020132107,POINT (-58.45056437201154 -34.563405282995404),Comuna 13,0142,020130142
2940,020132108,POINT (-58.45146406608421 -34.56393306352642),Comuna 13,0142,020130142
2941,020132109,POINT (-58.4513998742847 -34.56519108707292),Comuna 13,0142,020130142
2942,020132110,POINT (-58.44931470688239 -34.56407349562735),Comuna 13,0142,020130142
2943,020132201,POINT (-58.44951056843039 -34.56658761618829),Comuna 13,0142,020130142
2944,020132202,POINT (-58.4502673267629 -34.5656588013208),Comuna 13,0142,020130142
2945,020132203,POINT (-58.449551920620635 -34.56611347105937),Comuna 13,0142,020130142
2946,020132204,POINT (-58.44806620016384 -34.56473698864983),Comuna 13,0142,020130142
2947,020132205,POINT (-58.44634051806809 -34.5647699616187),Comuna 13,0142,020130142
2948,020132206,POINT (-58.44496001636319 -34.562923866102494),Comuna 13,0142,020130142
2949,020132207,POINT (-58.44406287847504 -34.56379368024842),Comuna 13,0142,020130142
2950,020132208,POINT (-58.442604590470495 -34.56238386247104),Comuna 13,0142,020130142
2951,020132209,POINT (-58.44371266512305 -34.562253673371444),Comuna 13,0142,020130142
2868,020131506,POINT (-58.46041495721157 -34.564951890795406),Comuna 13,0143,020130143
2869,020131507,POINT (-58.459492499999996 -34.564406000000005),Comuna 13,0143,020130143
2870,020131508,POINT (-58.45860147896793 -34.563879919982995),Comuna 13,0143,020130143
2871,020131509,POINT (-58.45678846642524 -34.56329856683274),Comuna 13,0143,020130143
2872,020131510,POINT (-58.456894175510605 -34.56430116050104),Comuna 13,0143,020130143
2873,020131511,POINT (-58.457787522294154 -34.56482708150721),Comuna 13,0143,020130143
2874,020131512,POINT (-58.458678477705845 -34.56535191849279),Comuna 13,0143,020130143
2909,020131901,POINT (-58.46402830500756 -34.56708681408867),Comuna 13,0143,020130143
2910,020131902,POINT (-58.46243689493174 -34.56614243916277),Comuna 13,0143,020130143
2911,020131903,POINT (-58.46140756631714 -34.565534623521515),Comuna 13,0143,020130143
2912,020131904,POINT (-58.46059001010863 -34.56647919564637),Comuna 13,0143,020130143
2913,020131905,POINT (-58.46269556079256 -34.56772365510994),Comuna 13,0143,020130143
2917,020131909,POINT (-58.45978921434048 -34.56740180592117),Comuna 13,0143,020130143
2918,020131910,POINT (-58.458606918654226 -34.568525812058496),Comuna 13,0143,020130143
2919,020131911,POINT (-58.45964246478774 -34.56848432099927),Comuna 13,0143,020130143
2921,020132001,POINT (-58.45960209945759 -34.56589507280948),Comuna 13,0143,020130143
2922,020132002,POINT (-58.45880569859621 -34.56681398850567),Comuna 13,0143,020130143
2923,020132003,POINT (-58.45787095441171 -34.56629113006154),Comuna 13,0143,020130143
2924,020132004,POINT (-58.45697908077125 -34.56576606149857),Comuna 13,0143,020130143
2925,020132005,POINT (-58.455592208788204 -34.56495086775233),Comuna 13,0143,020130143
2926,020132006,POINT (-58.45478094825177 -34.56580418522278),Comuna 13,0143,020130143
2927,020132007,POINT (-58.45667451196906 -34.566901862961245),Comuna 13,0143,020130143
2928,020132008,POINT (-58.45773279315949 -34.568055856117),Comuna 13,0143,020130143
2929,020132009,POINT (-58.456448628154085 -34.56794581452857),Comuna 13,0143,020130143
2930,020132010,POINT (-58.45555385967896 -34.56742130468307),Comuna 13,0143,020130143
2931,020132011,POINT (-58.45465469171364 -34.56689527931802),Comuna 13,0143,020130143
2932,020132012,POINT (-58.453481707232996 -34.566240872288695),Comuna 13,0143,020130143
2899,020131801,POINT (-58.471540359774224 -34.56706763264725),Comuna 13,0144,020130144
2902,020131804,POINT (-58.468781026778075 -34.56681323998066),Comuna 13,0144,020130144
2903,020131805,POINT (-58.469453726891665 -34.568247854817336),Comuna 13,0144,020130144
2904,020131806,POINT (-58.46945639914257 -34.56950180647941),Comuna 13,0144,020130144
2905,020131807,POINT (-58.466358451733015 -34.567917819700924),Comuna 13,0144,020130144
2906,020131808,POINT (-58.463671583998405 -34.57083139753124),Comuna 13,0144,020130144
2907,020131809,POINT (-58.467319285707 -34.57115671436299),Comuna 13,0144,020130144
2908,020131810,POINT (-58.4643009008354 -34.572825680513844),Comuna 13,0144,020130144
2914,020131906,POINT (-58.462939399476674 -34.56925428937713),Comuna 13,0144,020130144
2915,020131907,POINT (-58.46141178252781 -34.57034287286693),Comuna 13,0144,020130144
2916,020131908,POINT (-58.46133461119322 -34.56831561585198),Comuna 13,0144,020130144
2920,020131912,POINT (-58.4596831265095 -34.57019369668904),Comuna 13,0144,020130144
2952,020132301,POINT (-58.45266288524105 -34.57074378162417),Comuna 13,0147,020130147
2953,020132302,POINT (-58.455611539462964 -34.56864366666667),Comuna 13,0147,020130147
2954,020132303,POINT (-58.45440939626779 -34.568290000376855),Comuna 13,0147,020130147
2955,020132304,POINT (-58.4536783445761 -34.56767080880805),Comuna 13,0147,020130147
2956,020132305,POINT (-58.452722946124936 -34.56686609899782),Comuna 13,0147,020130147
2957,020132306,POINT (-58.451747208858315 -34.56730131082221),Comuna 13,0147,020130147
2958,020132307,POINT (-58.452535651240034 -34.56830883117526),Comuna 13,0147,020130147
2959,020132308,POINT (-58.453098760463455 -34.56902913786371),Comuna 13,0147,020130147
2960,020132309,POINT (-58.45177797818369 -34.56979312215138),Comuna 13,0147,020130147
2961,020132310,POINT (-58.451655657365485 -34.56881381895304),Comuna 13,0147,020130147
2962,020132311,POINT (-58.45086201374224 -34.56779853619164),Comuna 13,0147,020130147
2992,020132701,POINT (-58.45079264953961 -34.56931058347512),Comuna 13,0147,020130147
2993,020132702,POINT (-58.449995280339515 -34.56828076848187),Comuna 13,0147,020130147
2994,020132703,POINT (-58.44910844271905 -34.56875849572878),Comuna 13,0147,020130147
2995,020132704,POINT (-58.45000627337318 -34.57044505957891),Comuna 13,0147,020130147
2996,020132705,POINT (-58.44902248972481 -34.57032250930003),Comuna 13,0147,020130147
2997,020132706,POINT (-58.4481474654617 -34.56927789441449),Comuna 13,0147,020130147
2998,020132707,POINT (-58.4479533328962 -34.57045512953076),Comuna 13,0147,020130147
2999,020132708,POINT (-58.447642119307766 -34.5715218292178),Comuna 13,0147,020130147
3000,020132709,POINT (-58.44664153044829 -34.57012583790209),Comuna 13,0147,020130147
3001,020132801,POINT (-58.44667889947046 -34.572002662532576),Comuna 13,0147,020130147
3002,020132802,POINT (-58.44578179598168 -34.57057069660341),Comuna 13,0147,020130147
3003,020132803,POINT (-58.444845852617064 -34.57105387955388),Comuna 13,0147,020130147
3004,020132804,POINT (-58.44561469311165 -34.57231904488171),Comuna 13,0147,020130147
3005,020132805,POINT (-58.445140308883644 -34.57392912573646),Comuna 13,0147,020130147
3006,020132806,POINT (-58.44395870647404 -34.573387239928614),Comuna 13,0147,020130147
3007,020132807,POINT (-58.44260045899373 -34.57308127963345),Comuna 13,0147,020130147
3008,020132808,POINT (-58.44388123575915 -34.57223546269917),Comuna 13,0147,020130147
3009,020132809,POINT (-58.44319436680233 -34.57140480682166),Comuna 13,0147,020130147
3010,020132810,POINT (-58.44178537783009 -34.57224771837385),Comuna 13,0147,020130147
2963,020132401,POINT (-58.46092302257006 -34.57440654101528),Comuna 13,0145,020130145
2964,020132402,POINT (-58.46051059427415 -34.57340181993727),Comuna 13,0145,020130145
2965,020132403,POINT (-58.459356632372504 -34.572756226047574),Comuna 13,0145,020130145
2966,020132404,POINT (-58.45792896920607 -34.570778044121425),Comuna 13,0145,020130145
2967,020132405,POINT (-58.45691619353499 -34.571623776215354),Comuna 13,0145,020130145
2968,020132406,POINT (-58.45850359610353 -34.574210137862764),Comuna 13,0145,020130145
2969,020132407,POINT (-58.45735951837016 -34.5752078194214),Comuna 13,0145,020130145
2970,020132408,POINT (-58.45605037503558 -34.57283669138977),Comuna 13,0145,020130145
2971,020132409,POINT (-58.455213203819596 -34.57434958917549),Comuna 13,0145,020130145
2972,020132410,POINT (-58.45372110511513 -34.57196598588825),Comuna 13,0145,020130145
2973,020132501,POINT (-58.461724796218796 -34.575286030946096),Comuna 13,0145,020130145
2974,020132502,POINT (-58.460671665674525 -34.5765865133139),Comuna 13,0145,020130145
2975,020132503,POINT (-58.45825809027182 -34.576478844629335),Comuna 13,0145,020130145
2976,020132504,POINT (-58.457985928144765 -34.57747913731003),Comuna 13,0145,020130145
2977,020132505,POINT (-58.45598997998091 -34.577695574541174),Comuna 13,0145,020130145
2978,020132506,POINT (-58.45412162003676 -34.57798555921578),Comuna 13,0145,020130145
2979,020132507,POINT (-58.453697911168966 -34.57900946113358),Comuna 13,0145,020130145
2981,020132601,POINT (-58.45358387084103 -34.576235739135164),Comuna 13,0145,020130145
2982,020132602,POINT (-58.45270957713943 -34.57387275910896),Comuna 13,0145,020130145
2983,020132603,POINT (-58.45085444724908 -34.57266427203518),Comuna 13,0145,020130145
2984,020132604,POINT (-58.45086380651793 -34.574045086166336),Comuna 13,0145,020130145
2985,020132605,POINT (-58.451803157900926 -34.57560003268745),Comuna 13,0145,020130145
2980,020132508,POINT (-58.45151375993916 -34.579283957949485),Comuna 13,0146,020130146
2986,020132606,POINT (-58.451034643415944 -34.57720530141957),Comuna 13,0146,020130146
2987,020132607,POINT (-58.450261131696735 -34.578179028222415),Comuna 13,0146,020130146
2988,020132608,POINT (-58.44973345776088 -34.57722070749955),Comuna 13,0146,020130146
2989,020132609,POINT (-58.449673004335395 -34.576028495261916),Comuna 13,0146,020130146
2990,020132610,POINT (-58.44936984923541 -34.57408680161324),Comuna 13,0146,020130146
2991,020132611,POINT (-58.44831275584572 -34.57455628902174),Comuna 13,0146,020130146
3011,020132901,POINT (-58.448933048533384 -34.579427460752285),Comuna 13,0146,020130146
3012,020132902,POINT (-58.44955118196207 -34.579147543903474),Comuna 13,0146,020130146
3013,020132903,POINT (-58.448431518231985 -34.57720866907984),Comuna 13,0146,020130146
3014,020132904,POINT (-58.44721592917881 -34.57613643782008),Comuna 13,0146,020130146
3015,020132905,POINT (-58.44641796470124 -34.574652617323444),Comuna 13,0146,020130146
3016,020132906,POINT (-58.44488096306786 -34.575991604248735),Comuna 13,0146,020130146
3017,020132907,POINT (-58.447542133507746 -34.57918242468217),Comuna 13,0146,020130146
3018,020132908,POINT (-58.44612946080261 -34.57904771299888),Comuna 13,0146,020130146
3019,020132909,POINT (-58.44633157165242 -34.58205159088373),Comuna 13,0146,020130146
3020,020132910,POINT (-58.44599477915044 -34.581421819581564),Comuna 13,0146,020130146
3021,020132911,POINT (-58.44347623421472 -34.579446498811144),Comuna 13,0146,020130146
3022,020140101,POINT (-58.44827988215166 -34.567778437054194),Comuna 14,0148,020140148
3023,020140102,POINT (-58.44731199803214 -34.56829672908613),Comuna 14,0148,020140148
3024,020140103,POINT (-58.44657365653652 -34.568063370458084),Comuna 14,0148,020140148
3025,020140104,POINT (-58.4463634846247 -34.56663946360905),Comuna 14,0148,020140148
3026,020140105,POINT (-58.44546036585781 -34.56835073603236),Comuna 14,0148,020140148
3027,020140106,POINT (-58.44431676020447 -34.56871655505431),Comuna 14,0148,020140148
3028,020140107,POINT (-58.44351405280842 -34.56919196050657),Comuna 14,0148,020140148
3029,020140108,POINT (-58.44330555259766 -34.56655254545788),Comuna 14,0148,020140148
3030,020140109,POINT (-58.44137112769122 -34.56556323490906),Comuna 14,0148,020140148
3031,020140110,POINT (-58.44047205609239 -34.566285532593476),Comuna 14,0148,020140148
3032,020140201,POINT (-58.44245205049575 -34.56463440207289),Comuna 14,0148,020140148
3054,020140401,POINT (-58.442944971945735 -34.57010860382811),Comuna 14,0148,020140148
3055,020140402,POINT (-58.44053043757293 -34.56801672326401),Comuna 14,0148,020140148
3056,020140403,POINT (-58.43954224432504 -34.568945312454865),Comuna 14,0148,020140148
3057,020140404,POINT (-58.44188806301568 -34.57068722159),Comuna 14,0148,020140148
3058,020140405,POINT (-58.43915647092557 -34.570032663818786),Comuna 14,0148,020140148
3059,020140406,POINT (-58.43662019446206 -34.57196887232991),Comuna 14,0148,020140148
3060,020140407,POINT (-58.43764480302037 -34.57325070297898),Comuna 14,0148,020140148
3061,020140408,POINT (-58.43302793742211 -34.574552291913456),Comuna 14,0148,020140148
3062,020140409,POINT (-58.43442367395722 -34.57474388191197),Comuna 14,0148,020140148
3066,020140503,POINT (-58.44170501524967 -34.574700461993736),Comuna 14,0148,020140148
3067,020140504,POINT (-58.44068952828754 -34.572913761695354),Comuna 14,0148,020140148
3068,020140505,POINT (-58.43958696727519 -34.57358947607462),Comuna 14,0148,020140148
3069,020140506,POINT (-58.44048911889602 -34.574474966130225),Comuna 14,0148,020140148
3070,020140507,POINT (-58.439149363816135 -34.57556035260151),Comuna 14,0148,020140148
3072,020140509,POINT (-58.43694622768478 -34.57512985397102),Comuna 14,0148,020140148
3073,020140510,POINT (-58.43837198482925 -34.574343024697455),Comuna 14,0148,020140148
3063,020140410,POINT (-58.430913318032076 -34.576098141300555),Comuna 14,0155,020140155
3064,020140501,POINT (-58.442844331098435 -34.57587056334122),Comuna 14,0155,020140155
3065,020140502,POINT (-58.44214735326833 -34.57579393028609),Comuna 14,0155,020140155
3071,020140508,POINT (-58.43975516377595 -34.57697567882617),Comuna 14,0155,020140155
3074,020140601,POINT (-58.435993504493645 -34.57623655307994),Comuna 14,0155,020140155
3075,020140602,POINT (-58.438291046202174 -34.57812922123261),Comuna 14,0155,020140155
3076,020140603,POINT (-58.43667179487707 -34.579375064561475),Comuna 14,0155,020140155
3077,020140604,POINT (-58.43518153696239 -34.577701225738856),Comuna 14,0155,020140155
3078,020140605,POINT (-58.43397714792067 -34.57621246280156),Comuna 14,0155,020140155
3079,020140606,POINT (-58.432815042524346 -34.57689480423246),Comuna 14,0155,020140155
3080,020140607,POINT (-58.433991158867286 -34.577886603635754),Comuna 14,0155,020140155
3081,020140608,POINT (-58.4329726590912 -34.5786917698276),Comuna 14,0155,020140155
3082,020140609,POINT (-58.43197772654808 -34.577826240958196),Comuna 14,0155,020140155
3083,020140610,POINT (-58.43109901945033 -34.57714283325268),Comuna 14,0155,020140155
3084,020140701,POINT (-58.441441414597286 -34.58599777404803),Comuna 14,0155,020140155
3085,020140702,POINT (-58.442392561447626 -34.58357331762816),Comuna 14,0155,020140155
3086,020140703,POINT (-58.44077340752238 -34.582398531772796),Comuna 14,0155,020140155
3087,020140704,POINT (-58.44094392726068 -34.58045824088673),Comuna 14,0155,020140155
3088,020140705,POINT (-58.43874583151749 -34.58070746769422),Comuna 14,0155,020140155
3089,020140706,POINT (-58.43645913622046 -34.58305887979311),Comuna 14,0155,020140155
3090,020140707,POINT (-58.43890893906825 -34.58387062165715),Comuna 14,0155,020140155
3091,020140708,POINT (-58.438305301966814 -34.585789744466226),Comuna 14,0155,020140155
3092,020140709,POINT (-58.435450090684945 -34.58483619037242),Comuna 14,0155,020140155
3093,020140801,POINT (-58.433797505316896 -34.58211751329001),Comuna 14,0155,020140155
3094,020140802,POINT (-58.433738552877394 -34.580208130364504),Comuna 14,0155,020140155
3095,020140803,POINT (-58.43195383496115 -34.57949842188315),Comuna 14,0155,020140155
3096,020140804,POINT (-58.43094576836652 -34.578619914727106),Comuna 14,0155,020140155
3097,020140805,POINT (-58.42988075441603 -34.5777372667916),Comuna 14,0155,020140155
3098,020140806,POINT (-58.42852617141531 -34.57816591898506),Comuna 14,0155,020140155
3099,020140807,POINT (-58.42778122005195 -34.578894270536466),Comuna 14,0155,020140155
3100,020140808,POINT (-58.42947743026791 -34.57975410016569),Comuna 14,0155,020140155
3101,020140809,POINT (-58.43116054177222 -34.58107676265966),Comuna 14,0155,020140155
3113,020140912,POINT (-58.427765515413725 -34.57436188742152),Comuna 14,0151,020140151
3116,020141101,POINT (-58.42503725635515 -34.576693864599974),Comuna 14,0151,020140151
3117,020141102,POINT (-58.42336669247597 -34.57313344564826),Comuna 14,0151,020140151
3118,020141103,POINT (-58.42149353020898 -34.57272825508295),Comuna 14,0151,020140151
3119,020141104,POINT (-58.420253775762376 -34.573275637379034),Comuna 14,0151,020140151
3120,020141105,POINT (-58.42148727321078 -34.57406021584484),Comuna 14,0151,020140151
3121,020141106,POINT (-58.42208509606713 -34.574968601589454),Comuna 14,0151,020140151
3122,020141107,POINT (-58.423362520370475 -34.57589727946425),Comuna 14,0151,020140151
3123,020141108,POINT (-58.422399347490554 -34.57639509647164),Comuna 14,0151,020140151
3124,020141109,POINT (-58.42346944178564 -34.577523992408906),Comuna 14,0151,020140151
3125,020141110,POINT (-58.42431653152251 -34.578429840117536),Comuna 14,0151,020140151
3126,020141111,POINT (-58.42338959100954 -34.57899822321207),Comuna 14,0151,020140151
3127,020141112,POINT (-58.420529734271916 -34.57820167072853),Comuna 14,0151,020140151
3128,020141113,POINT (-58.41787437055431 -34.575135742095775),Comuna 14,0151,020140151
3129,020141114,POINT (-58.419711895242955 -34.57484041034665),Comuna 14,0151,020140151
3172,020141601,POINT (-58.41664461000293 -34.578899934578814),Comuna 14,0151,020140151
3173,020141602,POINT (-58.414949381753985 -34.57990344473867),Comuna 14,0151,020140151
3174,020141603,POINT (-58.41433945914888 -34.57896631182858),Comuna 14,0151,020140151
3175,020141604,POINT (-58.413627328627854 -34.57788718156286),Comuna 14,0151,020140151
3176,020141605,POINT (-58.412861030873096 -34.57672185636979),Comuna 14,0151,020140151
3177,020141606,POINT (-58.41173192547903 -34.57720185134165),Comuna 14,0151,020140151
3178,020141607,POINT (-58.41247197035623 -34.5783227416933),Comuna 14,0151,020140151
3179,020141701,POINT (-58.41439785299897 -34.58119585615565),Comuna 14,0151,020140151
3180,020141702,POINT (-58.4134332980692 -34.579767758539326),Comuna 14,0151,020140151
3181,020141703,POINT (-58.412983907797184 -34.58100070762556),Comuna 14,0151,020140151
3182,020141704,POINT (-58.41214443146809 -34.57970913911809),Comuna 14,0151,020140151
3183,020141705,POINT (-58.41150582810497 -34.578696994331786),Comuna 14,0151,020140151
3184,020141706,POINT (-58.41014989985191 -34.5778775626469),Comuna 14,0151,020140151
3185,020141707,POINT (-58.41054171125489 -34.57963108085249),Comuna 14,0151,020140151
3186,020141708,POINT (-58.41153780713531 -34.58125541822912),Comuna 14,0151,020140151
3187,020141801,POINT (-58.41759579880253 -34.58262983258299),Comuna 14,0151,020140151
3188,020141802,POINT (-58.41521010560888 -34.58391483470266),Comuna 14,0151,020140151
3189,020141803,POINT (-58.41449770760343 -34.58329515246263),Comuna 14,0151,020140151
3190,020141804,POINT (-58.41387303632438 -34.58224863216501),Comuna 14,0151,020140151
3191,020141805,POINT (-58.41274111910632 -34.582566679096864),Comuna 14,0151,020140151
3130,020141201,POINT (-58.42669075132067 -34.579789512329),Comuna 14,0154,020140154
3131,020141202,POINT (-58.42620646095916 -34.580542615507476),Comuna 14,0154,020140154
3132,020141203,POINT (-58.42672279469444 -34.58187570345756),Comuna 14,0154,020140154
3133,020141204,POINT (-58.42538342389965 -34.58115231897496),Comuna 14,0154,020140154
3134,020141205,POINT (-58.42438148329441 -34.58003435296703),Comuna 14,0154,020140154
3135,020141206,POINT (-58.42346971483689 -34.58058194408907),Comuna 14,0154,020140154
3136,020141207,POINT (-58.42462482254129 -34.58167115271104),Comuna 14,0154,020140154
3137,020141208,POINT (-58.42564434943102 -34.58262627432382),Comuna 14,0154,020140154
3138,020141209,POINT (-58.42502475733334 -34.58315941159586),Comuna 14,0154,020140154
3139,020141210,POINT (-58.423890040481744 -34.58225563012356),Comuna 14,0154,020140154
3140,020141211,POINT (-58.42262589681373 -34.58123912655886),Comuna 14,0154,020140154
3143,020141303,POINT (-58.42709803938027 -34.58332131570348),Comuna 14,0154,020140154
3153,020141401,POINT (-58.4261682360825 -34.58407311386847),Comuna 14,0154,020140154
3154,020141402,POINT (-58.4252736713189 -34.584769038873084),Comuna 14,0154,020140154
3155,020141403,POINT (-58.424332999816684 -34.585491336679475),Comuna 14,0154,020140154
3156,020141404,POINT (-58.425751091527516 -34.5857998221902),Comuna 14,0154,020140154
3160,020141408,POINT (-58.42340616214933 -34.58621575676683),Comuna 14,0154,020140154
3161,020141409,POINT (-58.42242571243692 -34.58698780411131),Comuna 14,0154,020140154
3162,020141410,POINT (-58.4213621012267 -34.58779394600512),Comuna 14,0154,020140154
3164,020141501,POINT (-58.42412354611201 -34.583842204062414),Comuna 14,0154,020140154
3165,020141502,POINT (-58.42298063208238 -34.58292163571583),Comuna 14,0154,020140154
3166,020141503,POINT (-58.421829847295285 -34.58199744325788),Comuna 14,0154,020140154
3167,020141504,POINT (-58.420995377790675 -34.5825910096486),Comuna 14,0154,020140154
3168,020141505,POINT (-58.422149575934185 -34.58353425782189),Comuna 14,0154,020140154
3169,020141506,POINT (-58.4231313818934 -34.584579132916254),Comuna 14,0154,020140154
3170,020141507,POINT (-58.42140817068165 -34.58402569244292),Comuna 14,0154,020140154
3171,020141508,POINT (-58.41978420743737 -34.5834266020871),Comuna 14,0154,020140154
3195,020141901,POINT (-58.420707261564225 -34.584606752205175),Comuna 14,0154,020140154
3196,020141902,POINT (-58.422119546445295 -34.585346116795236),Comuna 14,0154,020140154
3197,020141903,POINT (-58.42109289723623 -34.586135625414336),Comuna 14,0154,020140154
3198,020141904,POINT (-58.41975855514817 -34.58528758311804),Comuna 14,0154,020140154
3199,020141905,POINT (-58.41838804085143 -34.584422585633796),Comuna 14,0154,020140154
3200,020142001,POINT (-58.42001485468478 -34.58694269884983),Comuna 14,0154,020140154
3201,020142002,POINT (-58.418662341010744 -34.586094479806114),Comuna 14,0154,020140154
3202,020142003,POINT (-58.417259796985185 -34.58521976325282),Comuna 14,0154,020140154
3213,020142107,POINT (-58.42187506939459 -34.58880372049027),Comuna 14,0154,020140154
3141,020141301,POINT (-58.435799194166655 -34.58748565834937),Comuna 14,0156,020140156
3142,020141302,POINT (-58.43085037345804 -34.58392972654489),Comuna 14,0156,020140156
3144,020141304,POINT (-58.427920969143166 -34.584762934669506),Comuna 14,0156,020140156
3145,020141305,POINT (-58.42995329587283 -34.58567779038417),Comuna 14,0156,020140156
3146,020141306,POINT (-58.429186878749746 -34.58767113621609),Comuna 14,0156,020140156
3147,020141307,POINT (-58.430510814655 -34.58871065602696),Comuna 14,0156,020140156
3148,020141308,POINT (-58.43204872244733 -34.587471864350704),Comuna 14,0156,020140156
3149,020141309,POINT (-58.43513139770067 -34.588867344976535),Comuna 14,0156,020140156
